TERRITORIO,TERRITORIO_CODE,TIME_PERIOD,TIME_PERIOD_CODE,SEXO,SEXO_CODE,SECTOR_EJECUCION,SECTOR_EJECUCION_CODE,MEDIDAS,MEDIDAS_CODE,OBS_VALUE,CONFIDENCIALIDAD_OBSERVACION,CONFIDENCIALIDAD_OBSERVACION_CODE,ESTADO_OBSERVACION,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION
España,ES,2007,2007,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,58813.1,,,,,
España,ES,2008,2008,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,61735.6,,,,,
España,ES,2009,2009,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,63174.7,,,,,
España,ES,2010,2010,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,64589.8,,,,,
España,ES,2011,2011,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,62185.4,,,,,
España,ES,2012,2012,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,59775.4,,,,,
España,ES,2013,2013,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,57640.8,,,,,
España,ES,2014,2014,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,57156.4,,,,,
España,ES,2015,2015,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,57106.5,,,,,
España,ES,2016,2016,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,58412.6,,,,,
España,ES,2017,2017,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,62541.9,,,,,
España,ES,2018,2018,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,64007.3,,,,,
España,ES,2019,2019,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,66630.4,,,,,
España,ES,2020,2020,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,67211.8,,,,,
Canarias,ES70,2007,2007,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,2165.3,,,,,
Canarias,ES70,2008,2008,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,2184.1,,,,,
Canarias,ES70,2009,2009,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,2109.0,,,,,
Canarias,ES70,2010,2010,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1841.7,,,,,
Canarias,ES70,2011,2011,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1623.4,,,,,
Canarias,ES70,2012,2012,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1727.6,,,,,
Canarias,ES70,2013,2013,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1568.3,,,,,
Canarias,ES70,2014,2014,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1554.8,,,,,
Canarias,ES70,2015,2015,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1339.0,,,,,
Canarias,ES70,2016,2016,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1411.4,,,,,
Canarias,ES70,2017,2017,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1453.4,,,,,
Canarias,ES70,2018,2018,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1507.6,,,,,
Canarias,ES70,2019,2019,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,,
Canarias,ES70,2020,2020,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1657.5,,,,,
Galicia,ES11,2007,2007,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,3210.0,,,,,
Galicia,ES11,2008,2008,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,3378.0,,,,,
Galicia,ES11,2009,2009,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,3598.7,,,,,
Galicia,ES11,2010,2010,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,4082.8,,,,,
Galicia,ES11,2011,2011,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,3819.3,,,,,
Galicia,ES11,2012,2012,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,3100.0,,,,,
Galicia,ES11,2013,2013,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,,
Galicia,ES11,2014,2014,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,3001.3,,,,,
Galicia,ES11,2015,2015,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,2996.8,,,,,
Galicia,ES11,2016,2016,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,2923.3,,,,,
Galicia,ES11,2017,2017,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,2943.1,,,,,
Galicia,ES11,2018,2018,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,3020.3,,,,,
Galicia,ES11,2019,2019,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,3102.1,,,,,
Galicia,ES11,2020,2020,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,3123.1,,,,,
Principado de Asturias,ES12,2007,2007,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1099.2,,,,,
Principado de Asturias,ES12,2008,2008,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1310.7,,,,,
Principado de Asturias,ES12,2009,2009,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1383.1,,,,,
Principado de Asturias,ES12,2010,2010,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1411.1,,,,,
Principado de Asturias,ES12,2011,2011,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1305.8,,,,,
Principado de Asturias,ES12,2012,2012,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1148.4,,,,,
Principado de Asturias,ES12,2013,2013,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1132.7,,,,,
Principado de Asturias,ES12,2014,2014,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1000.5,,,,,
Principado de Asturias,ES12,2015,2015,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1071.2,,,,,
Principado de Asturias,ES12,2016,2016,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1048.0,,,,,
Principado de Asturias,ES12,2017,2017,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1223.4,,,,,
Principado de Asturias,ES12,2018,2018,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1267.0,,,,,
Principado de Asturias,ES12,2019,2019,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1483.1,,,,,
Principado de Asturias,ES12,2020,2020,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1199.4,,,,,
Cantabria,ES13,2007,2007,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,632.0,,,,,
Cantabria,ES13,2008,2008,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,647.3,,,,,
Cantabria,ES13,2009,2009,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,715.2,,,,,
Cantabria,ES13,2010,2010,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,712.6,,,,,
Cantabria,ES13,2011,2011,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,689.1,,,,,
Cantabria,ES13,2012,2012,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,,
Cantabria,ES13,2013,2013,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,,
Cantabria,ES13,2014,2014,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,,
Cantabria,ES13,2015,2015,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,588.9,,,,,
Cantabria,ES13,2016,2016,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,585.8,,,,,
Cantabria,ES13,2017,2017,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,542.7,,,,,
Cantabria,ES13,2018,2018,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,559.6,,,,,
Cantabria,ES13,2019,2019,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,,
Cantabria,ES13,2020,2020,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,632.9,,,,,
País Vasco,ES21,2007,2007,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,2769.3,,,,,
País Vasco,ES21,2008,2008,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,2722.0,,,,,
País Vasco,ES21,2009,2009,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,2931.8,,,,,
País Vasco,ES21,2010,2010,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,3047.3,,,,,
País Vasco,ES21,2011,2011,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,3111.5,,,,,
País Vasco,ES21,2012,2012,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,3353.4,,,,,
País Vasco,ES21,2013,2013,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,3252.2,,,,,
País Vasco,ES21,2014,2014,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,3399.0,,,,,
País Vasco,ES21,2015,2015,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,3411.1,,,,,
País Vasco,ES21,2016,2016,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,3452.4,,,,,
País Vasco,ES21,2017,2017,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,3607.3,,,,,
País Vasco,ES21,2018,2018,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,3762.6,,,,,
País Vasco,ES21,2019,2019,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,3825.8,,,,,
País Vasco,ES21,2020,2020,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,3980.3,,,,,
Comunidad Foral de Navarra,ES22,2007,2007,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1620.0,,,,,
Comunidad Foral de Navarra,ES22,2008,2008,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1721.4,,,,,
Comunidad Foral de Navarra,ES22,2009,2009,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1630.6,,,,,
Comunidad Foral de Navarra,ES22,2010,2010,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1644.2,,,,,
Comunidad Foral de Navarra,ES22,2011,2011,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1629.6,,,,,
Comunidad Foral de Navarra,ES22,2012,2012,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,,
Comunidad Foral de Navarra,ES22,2013,2013,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,,
Comunidad Foral de Navarra,ES22,2014,2014,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,,
Comunidad Foral de Navarra,ES22,2015,2015,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,,
Comunidad Foral de Navarra,ES22,2016,2016,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,,
Comunidad Foral de Navarra,ES22,2017,2017,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,,
Comunidad Foral de Navarra,ES22,2018,2018,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,,
Comunidad Foral de Navarra,ES22,2019,2019,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,,
Comunidad Foral de Navarra,ES22,2020,2020,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,,
La Rioja,ES23,2007,2007,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,332.0,,,,,
La Rioja,ES23,2008,2008,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,365.5,,,,,
La Rioja,ES23,2009,2009,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,364.5,,,,,
La Rioja,ES23,2010,2010,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,398.5,,,,,
La Rioja,ES23,2011,2011,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,397.9,,,,,
La Rioja,ES23,2012,2012,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,464.1,,,,,
La Rioja,ES23,2013,2013,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,,
La Rioja,ES23,2014,2014,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,484.4,,,,,
La Rioja,ES23,2015,2015,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,468.5,,,,,
La Rioja,ES23,2016,2016,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,551.2,,,,,
La Rioja,ES23,2017,2017,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,440.4,,,,,
La Rioja,ES23,2018,2018,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,432.8,,,,,
La Rioja,ES23,2019,2019,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,,
La Rioja,ES23,2020,2020,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,,
Aragón,ES24,2007,2007,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,2737.6,,,,,
Aragón,ES24,2008,2008,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,2799.7,,,,,
Aragón,ES24,2009,2009,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,2981.3,,,,,
Aragón,ES24,2010,2010,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,2953.6,,,,,
Aragón,ES24,2011,2011,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,2620.0,,,,,
Aragón,ES24,2012,2012,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,2297.0,,,,,
Aragón,ES24,2013,2013,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1962.2,,,,,
Aragón,ES24,2014,2014,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1791.2,,,,,
Aragón,ES24,2015,2015,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1866.6,,,,,
Aragón,ES24,2016,2016,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1914.5,,,,,
Aragón,ES24,2017,2017,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,1944.5,,,,,
Aragón,ES24,2018,2018,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,2027.5,,,,,
Aragón,ES24,2019,2019,Total,_T,Enseñanza Superior,ENSENIANZA_SUPERIOR,"Investigadores empleados en actividades de I+D, en equivalencia a jornada completa (EJC)",INVESTIGADORES_EJC,,Información estadística confidencial,C,,,
